city,ota_hotel_id,master_id,name,name_en,address,latitude,longitude,url,rooms_number
Иркутск,inn_business_hall,8735100,Отель Business Hall,Business Hall Hotel,"улица Свердлова, д.10, Иркутск",52.282608,104.27683,https://ostrovok.ru/hotel/russia/irkutsk/mid8735100/inn_business_hall,18
Иркутск,empire_hotel_3,7829344,Гостиница Империя,Empire Hotel,"ул. Польских Повстанцев, 1Б, Иркутск",52.291225,104.2827,https://ostrovok.ru/hotel/russia/irkutsk/mid7829344/empire_hotel_3,49
Иркутск,angara_hotel,7806182,Ангара Отель,Angara Hotel,"улица Сухэ-Батора, д.7, Иркутск",52.287533,104.28244,https://ostrovok.ru/hotel/russia/irkutsk/mid7806182/angara_hotel,300
Иркутск,atlas_hotel_3,7883850,Гостиница Атлас,Atlas Hotel,"проезд Атласова, д.9, Иркутск",52.264576,104.32704,https://ostrovok.ru/hotel/russia/irkutsk/mid7883850/atlas_hotel_3,29
Иркутск,bajkal_severnoe_more_hotel,8526970,Отель Байкал - Северное Море,Bajkal - Severnoe More Hotel,"Улица Дальневосточная, д.156, Иркутск",52.25208,104.32113,https://ostrovok.ru/hotel/russia/irkutsk/mid8526970/bajkal_severnoe_more_hotel,119
Иркутск,archi_apt_apartments,10211904,Отель Baikal Archi Apt,Baikal Archi Apt Hotel,"ул Некрасова, стр. 3а, помещ. 2, Иркутск",52.289085,104.28417,https://ostrovok.ru/hotel/russia/irkutsk/mid10211904/archi_apt_apartments,7
Иркутск,otel_irkut,8348721,Отель Иркут,Irkut Hotel,"улица Пролетарская, д.7, Иркутск",52.288887,104.28529,https://ostrovok.ru/hotel/russia/irkutsk/mid8348721/otel_irkut,30
Иркутск,miniotel_good_hotel,10013559,Мини-Отель Good Hotel,Good Hotel Mini-Hotel,"ул Сибирская, стр. 21/2, помещ. 1, Иркутск",52.26237,104.30276,https://ostrovok.ru/hotel/russia/irkutsk/mid10013559/miniotel_good_hotel,6
Листвянка,miniotel_serdtse_baykala,11310800,Сердце Байкала,Serdtse Baykala,"улица Островского, 39, Листвянка",51.862244,104.869156,https://ostrovok.ru/hotel/russia/irkutsk/mid11310800/miniotel_serdtse_baykala,
Хужир,artrezidentsiya_port_olhon,10004854,Арт-отель Порт Ольхон,Port Olkhon Art Hotel,"ул. Байкальская, 2, Хужир",53.193142,107.332,https://ostrovok.ru/hotel/russia/irkutsk/mid10004854/artrezidentsiya_port_olhon,65
Хужир,gostevoy_dom_sunrise,10485526,Sunrise,Sunrise,"Первомайская улица, 25А, Хужир",53.196953,107.33776,https://ostrovok.ru/hotel/russia/irkutsk/mid10485526/gostevoy_dom_sunrise,
Листвянка,vera_baikal,13308776,Отель Вера Байкал,Vera Baykal Hotel,"улица Горького, 8, Листвянка",51.843483,104.87859,https://ostrovok.ru/hotel/russia/irkutsk/mid13308776/vera_baikal,38
Листвянка,guest_house_baykaliya,13428580,Байкалия,Baykaliya,"Горная улица, 15, Листвянка",51.859745,104.86126,https://ostrovok.ru/hotel/russia/irkutsk/mid13428580/guest_house_baykaliya,
Иркутск,yakovlev_hotel,8742012,Отель Яковлевъ,Yakovlev` Hotel,"улица Тимирязева, д.9, Иркутск",52.27755,104.28911,https://ostrovok.ru/hotel/russia/irkutsk/mid8742012/yakovlev_hotel,25
Листвянка,hotel_nataly_2,7776564,Отель Натали,Nataly Hotel,"улица Чапаева, д.91, Листвянка",51.862007,104.87847,https://ostrovok.ru/hotel/russia/irkutsk/mid7776564/hotel_nataly_2,12
Листвянка,baykal_shale_guest_house,13431413,Байкал Шале,Baykal Shale,"улица Гудина, д.75, Листвянка",51.850624,104.8825,https://ostrovok.ru/hotel/russia/irkutsk/mid13431413/baykal_shale_guest_house,11
Иркутск,history_boutiquehotel,9741097,Отель HISTORY Бутик-отель и СПА,HISTORY Boutique Hotel & SPA Hotel,"улица 3 Июля, д.26, Иркутск",52.27124,104.29095,https://ostrovok.ru/hotel/russia/irkutsk/mid9741097/history_boutiquehotel,40
Иркутск,minihotel_albatros,6481029,Гостиница Альбатрос,Albatros Hotel,"улица Ширямова, стр.15б/1, Иркутск",52.261833,104.35391,https://ostrovok.ru/hotel/russia/irkutsk/mid6481029/minihotel_albatros,12
Братск,guest_house_vremena_goda,6511529,Времена Года,Vremena Goda,"Улица Подбельского 12, Братск",56.15242,101.614845,https://ostrovok.ru/hotel/russia/irkutsk/mid6511529/guest_house_vremena_goda,24
Иркутск,minihotel_panda,6479321,Отель ДиаДэй,DiaDey Hotel,"улица Профсоюзная, д. 10/2, Иркутск",52.284023,104.256004,https://ostrovok.ru/hotel/russia/irkutsk/mid6479321/minihotel_panda,9
