city,ota_hotel_id,master_id,name,name_en,address,latitude,longitude,url,rooms_number
Слюдянка,tikhaya_gavan_4,9989818,"Отель ""Тихая Гавань""","Hotel ""tikhaya Gavan""","улица 40 лет Октября, 56, Слюдянка",51.65654,103.72979,https://ostrovok.ru/hotel/russia/irkutsk/mid9989818/tikhaya_gavan_4,12
Иркутск,smart_hotel_kdo_irkutsk_hotel,10153381,Отель Smart Hotel Иркутск,Smart Hotel Irkutsk Hotel,"улица Челнокова, д.1, Иркутск",52.284367,104.25831,https://ostrovok.ru/hotel/russia/irkutsk/mid10153381/smart_hotel_kdo_irkutsk_hotel,7
Листвянка,miniotel_serdtse_baykala,11310800,Сердце Байкала,Serdtse Baykala,"улица Островского, 39, Листвянка",51.862244,104.869156,https://ostrovok.ru/hotel/russia/irkutsk/mid11310800/miniotel_serdtse_baykala,
Нижнеудинск,uda_2,8752619,Отель УДА,UDA Hotel,"улица Ленина, д.1, Нижнеудинск",54.909504,99.03558,https://ostrovok.ru/hotel/russia/irkutsk/mid8752619/uda_2,45
Листвянка,alaniya,10003444,Алания,Alaniya,"улица Суворова, д.5В, Листвянка",51.86549,104.84128,https://ostrovok.ru/hotel/russia/irkutsk/mid10003444/alaniya,
Хужир,guest_house_baykal,13644417,В объятиях Байкала,V Objyatiyakh Baikala Living quarters,"Переулок Олимпийский д. 4, Хужир",53.188156,107.33027,https://ostrovok.ru/hotel/russia/irkutsk/mid13644417/guest_house_baykal,
Иркутск,angara_hotel,7806182,Ангара Отель,Angara Hotel,"улица Сухэ-Батора, д.7, Иркутск",52.287533,104.28244,https://ostrovok.ru/hotel/russia/irkutsk/mid7806182/angara_hotel,300
Иркутск,minihotel_albatros,6481029,Гостиница Альбатрос,Albatros Hotel,"улица Ширямова, стр.15б/1, Иркутск",52.261833,104.35391,https://ostrovok.ru/hotel/russia/irkutsk/mid6481029/minihotel_albatros,12
Иркутск,international_hotel_sayen,7384846,SAYEN,SAYEN Hotel,"ул. Карла Маркса, 13Б, Иркутск",52.282074,104.283806,https://ostrovok.ru/hotel/russia/irkutsk/mid7384846/international_hotel_sayen,25
Иркутск,dohodnyij_dom_listratvoj_butikhotel,9024017,Отель Доходный дом Листратовой,Dohodnyij Dom Listratovoj Hotel,"Подгорная улица, д.16, Иркутск",52.277744,104.29269,https://ostrovok.ru/hotel/russia/irkutsk/mid9024017/dohodnyij_dom_listratvoj_butikhotel,15
Листвянка,baykal_guest_house_3,13308043,Меблированные комнаты Байкал,Baykal Lodging house,"улица Горная, д. 8А, Листвянка",51.857647,104.859604,https://ostrovok.ru/hotel/russia/irkutsk/mid13308043/baykal_guest_house_3,
Хужир,hotel_flagman_olkhona,10019347,Отель Флагман Ольхона,Flagman Olkhona Hotel,"улица Молодёжная, д.1, Хужир",53.19252,107.35624,https://ostrovok.ru/hotel/russia/irkutsk/mid10019347/hotel_flagman_olkhona,15
Хужир,baza_otdykha_gostiny_dvor_vdokhnovenie,10438999,Отель Гостиный Двор Вдохновение,Gostiny Dvor Vdokhnovenie Hotel,"ул. Северная, д. 5/2, Хужир",53.196358,107.35481,https://ostrovok.ru/hotel/russia/irkutsk/mid10438999/baza_otdykha_gostiny_dvor_vdokhnovenie,34
Хужир,gostevoj_dom_otdyih_na_bajkale,10014826,Отель Отдых на Байкале,Otdyih Na Bajkale Hotel,"улица Горького, 3А, Хужир",53.191357,107.33796,https://ostrovok.ru/hotel/russia/irkutsk/mid10014826/gostevoj_dom_otdyih_na_bajkale,11
Иркутск,rus_hotel_irkutsk,7774831,Гостиничный Комплекс Русь,Rus Hotel,"улица Свердлова,19, Иркутск",52.28431,104.27926,https://ostrovok.ru/hotel/russia/irkutsk/mid7774831/rus_hotel_irkutsk,56
Иркутск,armat_hotel,8755884,Отель Армат,Armat Hotel,"улица Ширямова, д.33, Иркутск",52.256546,104.34678,https://ostrovok.ru/hotel/russia/irkutsk/mid8755884/armat_hotel,40
Листвянка,vera_baikal,13308776,Отель Вера Байкал,Vera Baykal Hotel,"улица Горького, 8, Листвянка",51.843483,104.87859,https://ostrovok.ru/hotel/russia/irkutsk/mid13308776/vera_baikal,38
Иркутск,yakovlev_hotel,8742012,Отель Яковлевъ,Yakovlev` Hotel,"улица Тимирязева, д.9, Иркутск",52.27755,104.28911,https://ostrovok.ru/hotel/russia/irkutsk/mid8742012/yakovlev_hotel,25
Иркутск,lotos_hotel,7744038,Отель Лотос,Lotos Hotel,"Байкальская улица, д.14 Б, Иркутск",52.278976,104.29911,https://ostrovok.ru/hotel/russia/irkutsk/mid7744038/lotos_hotel,23
Листвянка,mayak_hotel_listvyanka,7816262,Отель Маяк,Mayak Hotel,"улица Горького, дом 85а, Листвянка",51.847157,104.873566,https://ostrovok.ru/hotel/russia/irkutsk/mid7816262/mayak_hotel_listvyanka,54
Иркутск,otel_tsentral,8748836,Отель Централь,Central Hotel,"переулок Богданова 8, Иркутск",52.286674,104.285194,https://ostrovok.ru/hotel/russia/irkutsk/mid8748836/otel_tsentral,48
Листвянка,malinovka_3,9079016,Малиновка,Malinovka,"улица Суворова, д. 5а, Листвянка",51.864937,104.84327,https://ostrovok.ru/hotel/russia/irkutsk/mid9079016/malinovka_3,
Хужир,bolshoe_puteshestvie_hotel,9252749,Кемпинг Отель Ольхон,Kemping Olhon Hotel,"Байкальская, д. 64/1, Хужир",53.194378,107.354454,https://ostrovok.ru/hotel/russia/irkutsk/mid9252749/bolshoe_puteshestvie_hotel,10
Листвянка,hotel_sozvezdie_baikala,8666978,Отель Созвездие Байкала,Sozvezdie Bajkala Hotel,"Улица Партизанская, д.14, Листвянка",51.843994,104.88747,https://ostrovok.ru/hotel/russia/irkutsk/mid8666978/hotel_sozvezdie_baikala,22
Иркутск,best_eastern_hotel_zvezda,7806155,Отель Звезда,Star Hotel,"улица Ядринцева, д. 1Ж, Иркутск",52.277885,104.33643,https://ostrovok.ru/hotel/russia/irkutsk/mid7806155/best_eastern_hotel_zvezda,65
Хужир,baikal_view_hotel,7681558,Baikal View Hotel,Baikal View Hotel,"улица Российская, д. 17, Хужир",53.1781,107.30675,https://ostrovok.ru/hotel/russia/irkutsk/mid7681558/baikal_view_hotel,99
Иркутск,matreshka_hotel,6332937,Отель Матрешка,Matreshka Hotel,"Улица Софьи Перовской, д.31/1, Иркутск",52.282005,104.30065,https://ostrovok.ru/hotel/russia/irkutsk/mid6332937/matreshka_hotel,35
Слюдянка,legendy_baykala,13868556,Гостиница Легенды Байкала,Legendy Baykala,"ул Фрунзе, зд. 8, помещ. 2, Слюдянка",51.6726,103.68329,https://ostrovok.ru/hotel/russia/irkutsk/mid13868556/legendy_baykala,18
Иркутск,kupechesky_dvor_hotel,8059354,Отель Купеческий Дворъ,Kupecheskij Dvor Hotel,"улица Седова, д.10, Иркутск",52.27513,104.28797,https://ostrovok.ru/hotel/russia/irkutsk/mid8059354/kupechesky_dvor_hotel,14
Иркутск,magas,6839053,Отель на Перроне,Na Perrone Hotel,"ул Терешковой, стр. 6, помещ. 1, Иркутск",52.281338,104.25831,https://ostrovok.ru/hotel/russia/irkutsk/mid6839053/magas,25
Иркутск,7_dorog,7029576,Гостиница 7 дорог,7 Dorog Gostinitsa,"улица Ядринцева, д. 88, Иркутск",52.274845,104.335236,https://ostrovok.ru/hotel/russia/irkutsk/mid7029576/7_dorog,19
Иркутск,gostinitsa_solntse,7818100,Гостиница Солнце,Sun Hotel,"улица Байкальская, д.295 Б, Иркутск",52.257305,104.359,https://ostrovok.ru/hotel/russia/irkutsk/mid7818100/gostinitsa_solntse,58
Листвянка,less_guest_house,11308288,Меблированные комнаты Лесс,Less Living quarters,"улица Куликова, д. 102а, Листвянка",51.86491,104.86681,https://ostrovok.ru/hotel/russia/irkutsk/mid11308288/less_guest_house,
Железногорск-Илимский,magnetit,8825582,Отель Магнетит,Gostinitsa Magnetit,"Квартал, 2, д. 72, Железногорск-Илимский",56.57731,104.12121,https://ostrovok.ru/hotel/russia/irkutsk/mid8825582/magnetit,46
Иркутск,aristokrat_hotel,8745188,Отель Аристократ,Aristokrat Hotel,"улица Ленина, д.9, Иркутск",52.281384,104.281876,https://ostrovok.ru/hotel/russia/irkutsk/mid8745188/aristokrat_hotel,12
Железногорск-Илимский,izumrud_hotel_7,13287135,Отель Изумруд,Izumrud Hotel,"7-й квартал, д.20, Железногорск-Илимский",56.58639,104.12119,https://ostrovok.ru/hotel/russia/irkutsk/mid13287135/izumrud_hotel_7,9
Хужир,guesthouse_dudeevukh,10367494,Меблированные комнаты Дудеевых,Dudeevukh,"улица Народная, д.  4, Хужир",53.19667,107.35664,https://ostrovok.ru/hotel/russia/irkutsk/mid10367494/guesthouse_dudeevukh,
Листвянка,dauria_hotel_2,7685971,Отель Даурия,Dauria Hotel,"улица Куликова, д.44, Листвянка",51.859695,104.86325,https://ostrovok.ru/hotel/russia/irkutsk/mid7685971/dauria_hotel_2,4
Большое Голоустное,miniotel_medveditsa,10019685,Меблированные комнаты Медведица,Medveditsa,"улица Кирова,д. 132а, Большое Голоустное",52.02641,105.39498,https://ostrovok.ru/hotel/russia/irkutsk/mid10019685/miniotel_medveditsa,
Большое Голоустное,momant_house_recreation_camp,13350897,Momant house,Momant house,"улица Харануты, д. 19В, Большое Голоустное",52.044266,105.41265,https://ostrovok.ru/hotel/russia/irkutsk/mid13350897/momant_house_recreation_camp,
Листвянка,parus_18,9996236,Курортный отель Парус,Parus Hotel,"улица Горького, д.93А, Листвянка",51.846233,104.875244,https://ostrovok.ru/hotel/russia/irkutsk/mid9996236/parus_18,17
Иркутск,green_hotel_,6518006,Грин Отель,Green Hotel,"улица Лыткина, д. 32, Иркутск",52.267357,104.3167,https://ostrovok.ru/hotel/russia/irkutsk/mid6518006/green_hotel_,22
Хужир,tochka_baykala_hotel,11328622,Отель Точка Байкала,Tochka Baykala Hotel,"Байкальская улица, стр. 64/4, Хужир",53.194244,107.35403,https://ostrovok.ru/hotel/russia/irkutsk/mid11328622/tochka_baykala_hotel,38
Хужир,olkhon_inn,10005431,Olkhon Inn,Olkhon Inn,"Ул Первомайская 1, Хужир",53.193768,107.337875,https://ostrovok.ru/hotel/russia/irkutsk/mid10005431/olkhon_inn,
Братск,luna_hotel_9,9752435,Отель Луна,Luna Hotel,"Комсомольская улица, д. 65А, Братск",56.163895,101.61804,https://ostrovok.ru/hotel/russia/irkutsk/mid9752435/luna_hotel_9,22
Листвянка,dream_of_baikal_hotel,6374723,Отель Dream of Baikal,Dream Of Baikal Hotel,"улица Горького, д.105, Листвянка",51.84519,104.87671,https://ostrovok.ru/hotel/russia/irkutsk/mid6374723/dream_of_baikal_hotel,19
Иркутск,alpari,7776573,Гостиница Альпари,Alpari,"микрорайон Приморский, д.24 А, Иркутск",52.23193,104.30829,https://ostrovok.ru/hotel/russia/irkutsk/mid7776573/alpari,10
Куркут,recreation_centre_baikal_rainbow,6341048,База отдыха Байкальская Радуга,Bajkalskaya Raduga Hotel,"местность Камыши 2, д. 1, Куркут",53.030186,106.851425,https://ostrovok.ru/hotel/russia/irkutsk/mid6341048/recreation_centre_baikal_rainbow,31
Иркутск,bajkal_severnoe_more_hotel,8526970,Отель Байкал - Северное Море,Bajkal - Severnoe More Hotel,"Улица Дальневосточная, д.156, Иркутск",52.25208,104.32113,https://ostrovok.ru/hotel/russia/irkutsk/mid8526970/bajkal_severnoe_more_hotel,119
Байкальск,hotel_kosmos_5,10212636,Отель Космос,Hotel Kosmos,"Гагарина микрорайон, 2а, Байкальск",51.521896,104.15169,https://ostrovok.ru/hotel/russia/irkutsk/mid10212636/hotel_kosmos_5,16
Иркутск,gostinitsa_akademicheskaya,8438905,Отель Гостиница Академическая,Gostinitsa Akademicheskaya Hotel,"улица Лермонтова, д. 271А, Иркутск",52.248627,104.27087,https://ostrovok.ru/hotel/russia/irkutsk/mid8438905/gostinitsa_akademicheskaya,48
Большое Голоустное,azatai_park_hotel,13757053,"Парк-отель ""Азатай""",Azatai Park Hotel,"тер. Подкамень, д. 1, Большое Голоустное",52.061794,105.47054,https://ostrovok.ru/hotel/russia/irkutsk/mid13757053/azatai_park_hotel,
Никола,flagman_hotel,7725500,Отель Флагман,Flagman Hotel,"поселок Никола, улица Нагорная, д.41, Никола",51.89642,104.82946,https://ostrovok.ru/hotel/russia/irkutsk/mid7725500/flagman_hotel,10
Хужир,u_lukomorya_4,10009441,У Лукоморья,U Lukomorya Living Quarters,"посёлок Хужир,Песчаная улица, д.5, Хужир",53.18991,107.33197,https://ostrovok.ru/hotel/russia/irkutsk/mid10009441/u_lukomorya_4,
Иркутск,hotel_rodina_grand_hotel_spa_irkutsk_5,11200427,Отель RODINA Grand Hotel & SPA Irkutsk 5*,Hotel Rodina Grand Hotel & Spa Irkutsk 5*,"ул. Николая Гаврилова, стр. 2, Иркутск",52.290024,104.26961,https://ostrovok.ru/hotel/russia/irkutsk/mid11200427/hotel_rodina_grand_hotel_spa_irkutsk_5,79
Иркутск,hotel_soyuz_2,8662950,Жилое помещение Союз,Living Quarters Soyuz,"проезд Юрия Тена, д.12/4, Иркутск",52.252377,104.256676,https://ostrovok.ru/hotel/russia/irkutsk/mid8662950/hotel_soyuz_2,84
Хужир,baykal_khan_hotel_olkhon,6848973,Отель Байкал-Хан Ольхон,Bajkal-Han Olhon Hotel,"улица Ворошилова, д. 18, Хужир",53.19855,107.351166,https://ostrovok.ru/hotel/russia/irkutsk/mid6848973/baykal_khan_hotel_olkhon,40
Листвянка,bajkalskie_sezonyi,9992857,Отель Парк Байкальские сезоны,Park Baykalskie Sezony Hotel,"Иркутская Область, м.р-н Иркутский, г.п. Листвянское, п Ангарские Хутора, ул Прибрежная, зд. 5а, Листвянка",51.9078,104.81043,https://ostrovok.ru/hotel/russia/irkutsk/mid9992857/bajkalskie_sezonyi,22
Байкальск,hotel_baikal_best_edelweiss,9991110,Отель Байкал Эдельвейс,Baikal Edelweiss Hotel,"микрорайон Красный ключ, д.66, Байкальск",51.51682,104.12468,https://ostrovok.ru/hotel/russia/irkutsk/mid9991110/hotel_baikal_best_edelweiss,10
Бурдугуз,glemping_hygge_barn,11337901,Hygge Barn,Hygge Barn,"Нижняя набережная 5, Бурдугуз",52.04798,104.602806,https://ostrovok.ru/hotel/russia/irkutsk/mid11337901/glemping_hygge_barn,
Иркутск,hotel_aziyayevropa,13393268,Отель Азия-Европа,Hotel Aziya-Yevropa,"улица Ядринцева, 1/7, Иркутск",52.279037,104.336205,https://ostrovok.ru/hotel/russia/irkutsk/mid13393268/hotel_aziyayevropa,19
Иркутск,riderside,8754956,Гостиница Riverside,Riverside Hotel,"улица Байкальская, д.234 В/7, Иркутск",52.25251,104.32453,https://ostrovok.ru/hotel/russia/irkutsk/mid8754956/riderside,8
Хужир,hotel_khotej,13330760,Отель Хотэй,Khotej Hotel,"Ольхонская улица, 10, Хужир",53.194584,107.36046,https://ostrovok.ru/hotel/russia/irkutsk/mid13330760/hotel_khotej,25
Саянск,praskovya_guest_house,9999816,Отель Прасковья,Praskovya Hotel,"микрорайон Юбилейный, д.13, Саянск",54.109844,102.16342,https://ostrovok.ru/hotel/russia/irkutsk/mid9999816/praskovya_guest_house,12
Иркутск,amurskiy,9079548,Отель Амурский,Amurskij Hotel,"улица Ленина, д.34, Иркутск",52.280666,104.28177,https://ostrovok.ru/hotel/russia/irkutsk/mid9079548/amurskiy,17
Братск,bely_bereg,10844916,Отель Белый берег,Bely Bereg Hotel,"ул. Курчатова 65, Братск",56.157047,101.66097,https://ostrovok.ru/hotel/russia/irkutsk/mid10844916/bely_bereg,5
Хужир,lakeplacebaykal_living_quarters,13935081,Меблированные комнаты ЛэйкПлэйсБайкал,LakePlaceBaykal Living quarters,"улица Ворошилова, д.19А, Хужир",53.197727,107.35252,https://ostrovok.ru/hotel/russia/irkutsk/mid13935081/lakeplacebaykal_living_quarters,
Иркутск,minihotel_panda,6479321,Отель ДиаДэй,DiaDey Hotel,"улица Профсоюзная, д. 10/2, Иркутск",52.284023,104.256004,https://ostrovok.ru/hotel/russia/irkutsk/mid6479321/minihotel_panda,9
Хужир,artrezidentsiya_port_olhon,10004854,Арт-отель Порт Ольхон,Port Olkhon Art Hotel,"ул. Байкальская, 2, Хужир",53.193142,107.332,https://ostrovok.ru/hotel/russia/irkutsk/mid10004854/artrezidentsiya_port_olhon,65
Байкальск,gostevoi_dom_margobai,8735570,Отель Маргобай,Hotel Margobaj,"мкр. Строитель, пер. Берёзовый, д. 9, Байкальск",51.524414,104.13655,https://ostrovok.ru/hotel/russia/irkutsk/mid8735570/gostevoi_dom_margobai,14
Братск,hotel_shvedka,13259783,Отель ШВЕДКА,Hotel Shvedka,"ул. Мира, д. 25, Братск",56.15268,101.619514,https://ostrovok.ru/hotel/russia/irkutsk/mid13259783/hotel_shvedka,29
Иркутск,hotel_gostinitsa_dinamo,10295894,Отель Динамо,Dinamo Hotel,"улица Баррикад, д.42, Иркутск",52.290123,104.32051,https://ostrovok.ru/hotel/russia/irkutsk/mid10295894/hotel_gostinitsa_dinamo,39
Листвянка,yolochka,9992200,Меблированные комнаты Ёлочка,Yolochka,"улица Чапаева, д.8, Листвянка",51.851433,104.87036,https://ostrovok.ru/hotel/russia/irkutsk/mid9992200/yolochka,6
Иркутск,hotel_yubileinaya__2,6433819,Гостиница Юбилейная,Gostinitsa Yubilejnaya,"микрорайон Юбилейный, д. 118, Иркутск",52.222046,104.2961,https://ostrovok.ru/hotel/russia/irkutsk/mid6433819/hotel_yubileinaya__2,23
Листвянка,gostinitsa_undina,9079103,Отель Ундина,Undina Hotel,"Ulitsa Kulikova,6, Листвянка",51.856808,104.858025,https://ostrovok.ru/hotel/russia/irkutsk/mid9079103/gostinitsa_undina,30
Листвянка,glempingotel_yolki_recreation_camp,13723450,Аян,Ayan,"улица Куликова, д.136А, Листвянка",51.871273,104.86936,https://ostrovok.ru/hotel/russia/irkutsk/mid13723450/glempingotel_yolki_recreation_camp,
Усть-Илимск,gostinitsa_ustilim,7026078,Усть-Илим,Ust-Ilim,"пр-кт. Дружбы Народов, д. 2, Усть-Илимск",57.95592,102.74821,https://ostrovok.ru/hotel/russia/irkutsk/mid7026078/gostinitsa_ustilim,80
Братск,vostochnaia,8682955,Гостиница Восточная,Gostinica Vostochnaya,"улица Железнодорожная, 1, Братск",56.2749,101.89161,https://ostrovok.ru/hotel/russia/irkutsk/mid8682955/vostochnaia,26
Утулик,hotel_shishki,13113638,Меблированные комнаты Шишки,Shishki,"п. Утулик, ул. Ленская, д.17, Утулик",51.54238,104.07462,https://ostrovok.ru/hotel/russia/irkutsk/mid13113638/hotel_shishki,
Братск,tri_kita_2,9824733,Отель Три Кита,Tri Kita Hotel,"Депутатская улица, д. 3а, Братск",56.149746,101.628746,https://ostrovok.ru/hotel/russia/irkutsk/mid9824733/tri_kita_2,11
Иркутск,planeta_9,8850641,Планета,Planeta,"ул. Розы Люксембург, д. 144, Иркутск",52.345356,104.187965,https://ostrovok.ru/hotel/russia/irkutsk/mid8850641/planeta_9,33
Хужир,gostevoy_dom_holiday_park_on_olkhon,10014649,Holiday park on Olkhon,Holiday Park On Olkhon,"улица Лесная 11/ 2, Хужир",53.190025,107.34185,https://ostrovok.ru/hotel/russia/irkutsk/mid10014649/gostevoy_dom_holiday_park_on_olkhon,
Иркутск,v_samom_tsentre_irkutska_minihotel,10664878,Отель В Сердце Иркутска,V Serdce Irkutska Hotel,"Киевская улица, д.34А, Иркутск",52.27854,104.29063,https://ostrovok.ru/hotel/russia/irkutsk/mid10664878/v_samom_tsentre_irkutska_minihotel,6
Хужир,inn_oasis_2,8426230,База отдыха Оазис,Oazis Hotel,"улица Мира, д.4А, Хужир",53.190678,107.33462,https://ostrovok.ru/hotel/russia/irkutsk/mid8426230/inn_oasis_2,13
